q_id,subject,split,question,translate_question,choice_A,translate_choice_A,choice_B,translate_choice_B,choice_C,translate_choice_C,choice_D,translate_choice_D,answer
59,high_school_microeconomics,test,"Which of the following correctly illustrates why price (P) equals marginal revenue (MR) under perfect competition, and why price (P) is greater than marginal revenue under monopoly or imperfect competition? I. MR = P = demand on horizontal function for perfect competition. II. P > MR as downward sloping functions for imperfect competition. III. Demand and Price are represented as a vertical function for imperfect competition.","Ni ipi kati ya zifuatazo inayoonyesha kwa usahihi kwa nini bei (P) ni sawa na mapato ya ziada (MR) chini ya ushindani kamili, na kwa nini bei (P) ni kubwa kuliko mapato ya ziada chini ya ukiritimba au ushindani usio kamili? I. MR = P = mahitaji ya utendakazi mlalo kwa ushindani kamili. II. P > MR kama vitendaji vya kuteremka chini katika ushindani usio kamili. III. Mahitaji na Bei huwakilishwa kama chaguo la kukokotoa la wima kwa ushindani usio kamili.","I, II, and III.","I, II, na III.",I and II.,I na II.,I only.,I peke yake.,I and III.,I na III.,B
60,high_school_microeconomics,test,"When a good is taxed, the tax burden falls mainly on the consumer if","Wakati bidhaa inatozwa ushuru, mzigo wa ushuru huangukia watumiaji ikiwa",the demand is inelastic and the supply is inelastic,mahitaji yasiyo nyumbufu na usambazaji usio nyumbufu,the demand is inelastic and the supply is elastic,mahitaji yasiyo nyumbufu na usambazaji nyumbufu,the demand is elastic and the supply is inelastic,mahitaji nyumbufu na usambazaji usio nyumbufu,the demand is elastic and the supply is elastic,mahitaji nyumbufu na usambazaji nyumbufu,B
61,high_school_microeconomics,test,The long-run average cost curve,Pindo la wastani la gharama baada ya muda mrefu,is always below the short-run average cost curve,daima iko chini ya pindo la wastani wa gharama baada ya muda mfupi,is always above the short-run average cost curve,daima iko juu ya pindo la wastani la gharama baada ya muda mfupi,always intersects the short-run average cost curve at the minimum of short-run average cost,daima hukingamana na pindo la wastani la gharama baada ya muda mfupi katika kiwango cha chini cha gharama ya wastani baada ya muda mfupi,is below the short-run average cost except at one point,iko chini ya gharama ya wastani baada ya muda mfupi isipokuwa kwa wakati mmoja,D
62,high_school_microeconomics,test,Which of the following is not a characteristic of a kinked demand curve?,Ni ipi kati ya zifuatazo sio sifa ya pindo ambalo lina unyumbufu tofauti kwa bei za juu na za chini?,A range of marginal costs over which MR = MC.,Gharama mbalimbali za ziada ambazo MR = MC.,P < MC.,P < MC.,Interdependence of rivals.,Kutegemeana kwa wapinzani.,Pricing at the kink.,Bei katika hali yenye unyumbufu tofauti katika bei za juu na za chini.,B
63,high_school_microeconomics,test,Economics is a social science that,Uchumi ni sayansi ya kijamii ambayo,is primarily concerned with money.,kimsingi inahusika na pesa.,is primarily concerned with how resources are used.,kimsingi inahusika na jinsi rasilimali zinavyotumika.,relies solely on the scientific method for analysis.,inategemea tu njia ya kisayansi katika uchambuzi.,is primarily concerned with maximizing spiritual well-being.,kimsingi inahusika na kuongeza ustawi wa kiroho.,B
64,high_school_microeconomics,test,Which of the following is true?,Ni ipi kati ya zifuatazo ni kweli?,TC = (AVC + AFC)Q.,TC = (AVC + AFC)Q.,TFC = TC at all levels of output.,TFC = TC katika viwango vyote vya pato.,AVC + AFC = TC.,AVC + AFC = TC.,MC = TC - TFC.,MC = TC - TFC.,A
65,high_school_microeconomics,test,A monopsonist is identified by one of the following:,Mkiritimba wa ununuzi anatambuliwa na mojawapo ya yafuatayo:,A wage payment lower than the marginal revenue product of labor.,Malipo ya mishahara ya chini kuliko mapato ya ziada ya bidhaa ya leba.,Employment level greater than that of a competitive labor market.,Kiwango cha ajira kikubwa kuliko kile cha soko la ushindani la leba.,A wage payment higher than that of a competitive labor market.,Kiwango cha ajira kikubwa kuliko kile cha soko la ushindani la leba.,A single seller of labor services.,Muuzaji mmoja wa huduma za leba.,A
66,high_school_microeconomics,test,"If the price of one good (A) increases and the quantity demanded of another good (B) increases, the two goods are","Ikiwa bei ya bidhaa moja (A) itaongezeka na kiasi kinachohitajika kwa bidhaa nyingine (B) kuongezeka, bidhaa hizo mbili ni",substitute goods.,bidhaa mbadala.,complement goods.,bidhaa zinazohusiana.,inferior goods.,bidhaa duni.,normal goods.,bidhaa za kawaida.,A
67,high_school_microeconomics,test,Which of the following statements is true for a firm in a perfectly competitive industry?,Ni kauli gani kati ya zifuatazo ni kweli kulingana na kampuni katika tasnia yenye ushindani kamili?,Total revenue increases and then decreases.,Jumla ya mapato huongezeka na kisha hupungua.,Marginal revenue is decreasing.,Mapato ya ziada yanapungua.,Average revenue is initially negative and then becomes positive.,Wastani wa mapato mwanzoni ni hasi na kisha huwa chanya.,Average revenue equals marginal revenue.,Mapato ya wastani ni sawa na mapato ya ziada.,D
68,high_school_microeconomics,test,A perfectly competitive employer hires labor up to the point where,Mwajiri mwenye ushindani kamili huajiri leba hadi pale ambapo,Wage = Marginal factor cost.,Mshahara = Gharama ya ziada.,Wage = Marginal product of labor.,Mshahara = Bidhaa ya ziada kutokana na leba.,Wage = Marginal revenue.,Mshahara = Mapato ya ziada.,Wage = Marginal revenue product of labor.,Mshahara = Bidhaa ya mapato ya ziada ya kazi.,D
69,high_school_microeconomics,test,The necessity for a monopoly to lower its price in order to sell more units of its product explains why,Umuhimu wa ukiritimba kupunguza bei yake ili kuuza vitengo zaidi vya bidhaa yake unaelezea kwa nini,monopolies are common among public utilities,ukiritimba ni wa kawaida kati ya huduma za umma,the marginal revenue curve is below the demand curve for a monopoly,pindo la mapato ya ziada liko chini ya pindo la mahitaji ya ukiritimba,the marginal cost curve for a monopoly slopes upward,pindo la gharama ya ziada kwa ukiritimba hupanda kwenda juu,monopolies are able to maintain market power,ukiritimba unaweza kudumisha nguvu ya soko,B
70,high_school_microeconomics,test,Suppose a price floor is installed in the market for coffee. One result of this policy would be,Tuseme sakafu ya bei imewekwa kwenye soko la kahawa. Tokeo moja la sera hii litakuwa,a decrease in the demand for coffee-brewing machines.,kupungua kwa mahitaji ya mashine za kutengeneza kahawa.,a persistent shortage of coffee in the market.,uhaba unaoendelea wa kahawa sokoni.,an increase in consumer surplus due to lower coffee prices.,ongezeko la ziada ya watumiaji kutokana na bei ya chini ya kahawa.,an increase in the demand for coffee.,ongezeko la mahitaji ya kahawa.,A
71,high_school_microeconomics,test,A minimum wage in the market for fast-food workers is likely to produce,Kima cha chini cha mshahara wa chini katika soko kwa ajili ya wafanyakazi wa chakula cha haraka kinaweza kuzalisha,an increase in the demand for fast-food workers.,ongezeko la mahitaji ya wafanyikazi wa chakula cha haraka.,a decrease in the supply of fast-food workers.,kupungua kwa usambazaji wa wafanyikazi wa chakula cha haraka.,a shortage of fast-food workers.,uhaba wa wafanyakazi wa vyakula vya haraka.,a surplus of fast-food workers.,ziada ya wafanyikazi wa chakula cha haraka.,D
72,high_school_microeconomics,test,Which of the following is true of the perfectly competitive firm in the short run?,Ni ipi kati ya yafuatayo ambayo ni kweli katika kampuni yenye ushindani kamili wa baada ya muda mfupi?,The firm earns a normal profit.,Kampuni hupata faida ya kawaida.,The firm shuts down if the price falls below average total cost.,Kampuni hufunga ikiwa bei inashuka chini ya gharama ya wastani ya jumla.,The firm earns positive economic profit.,Kampuni inapata faida chanya ya kiuchumi.,"The firm may earn positive, negative, or normal profits.","Kampuni inaweza kupata faida chanya, hasi au ya kawaida.",D
73,high_school_microeconomics,test,"A competitive market for coffee, a normal good, is currently in equilibrium. Which of the following would most likely result in an increase in the demand for coffee?","Soko la ushindani la kahawa, bidhaa ya kawaida, kwa sasa liko katika usawa. Ni ipi kati ya zifuatazo ambayo inaweza kusababisha ongezeko la mahitaji ya kahawa?",Consumer income falls.,Mapato ya watumiaji kushuka.,The price of tea rises.,Bei ya chai kupanda.,The wage of coffee plantation workers falls.,Mshahara wa wafanyikazi wa mashamba ya kahawa kushuka.,Technology in the harvesting of coffee beans improves.,Teknolojia katika uvunaji wa maharagwe ya kahawa inakuwa bora.,B
74,high_school_microeconomics,test,"When a firm is earning a normal profit from the production of a good, it is true that","Wakati kampuni inapata faida ya kawaida kutokana na uzalishaji wa bidhaa, ni kweli kwamba",total revenues from production are equal to explicit costs.,jumla ya mapato kutokana na uzalishaji ni sawa na gharama zilizo wazi.,explicit costs are equal to implicit costs.,gharama za wazi ni sawa na gharama zisizo wazi.,total revenues from production are equal to implicit costs.,jumla ya mapato kutokana na uzalishaji ni sawa na gharama zisizo wazi.,total revenues from production are equal to the sum of explicit and implicit costs.,jumla ya mapato kutokana na uzalishaji ni sawa na jumla ya gharama zilizo wazi na zisizo wazi.,D
75,high_school_microeconomics,test,"If a business wants to increase its revenue and it knows that the demand price elasticity of its product is equal to 0.78, it should","Ikiwa biashara inataka kuongeza mapato yake na inajua kwamba unyumbufu wa bei ya mahitaji ya bidhaa yake ni sawa na 0.78, inapaswa",decrease price because demand is elastic,kupunguza bei kwa sababu mahitaji ni nyumbufu,decrease price because demand is unit elastic,kupunguza bei kwa sababu mahitaji ni nyumbufu kwa kila kitengo,decrease price because demand is inelastic,kupunguza bei kwa sababu mahitaji sio nyumbufu,increase price because demand is inelastic,kuongeza bei kwa sababu mahitaji sio nyumbufu,D
76,high_school_microeconomics,test,Which of the following is a characteristic of monopolistic competition?,Ni ipi kati ya zifuatazo ni tabia ya ushindani wa ukiritimba?,P > MC.,P > MC.,Efficiency.,Ufanisi.,Mostly price competition.,Mara nyingi ushindani wa bei.,P =MR.,P =MR.,A
77,high_school_microeconomics,test,The backward bending supply curve is characterized by which of the following?,Pindo la usambazaji la kuinama upande wa nyuma ina sifa ya ipi kati ya zifuatazo?,"As wage rates rise, the quantity of labor supplied continues to rise at every wage rate increase.","Viwango vya mishahara vinapoongezeka, idadi ya wafanyikazi wanaotolewa inaendelea kuongezeka katika kila ongezeko la kiwango cha mishahara.","The labor-leisure trade-off continues to favor the supply of more jobs, or the substitution effect.","Biashara ya leba-burudani inaendelea kupendelea usambazaji wa kazi zaidi, au athari ya uingizwaji.",The labor-leisure trade-off favors the income effect or more leisure at higher wage rates.,Biashara ya leba-burudani inapendelea athari ya mapato au burudani zaidi kwa viwango vya juu vya mishahara.,"inexperienced, low-income, younger workers at the backward bending portion.","wafanyakazi wasio na uzoefu, wa kipato cha chini, vijana katika sehemu ya nyuma inayojipinda.",C
78,high_school_microeconomics,test,Which of the following goods is likely to provide both the largest total utility and the smallest marginal utility?,Ni bidhaa gani kati ya zifuatazo ambayo inaweza kutoa matumizi makubwa zaidi kwa jumla na matumizi madogo zaidi ya ziada?,Plastic,Plastiki,Automobiles,Magari,Computers,Kompyuta,Air,Hewa,D
79,high_school_microeconomics,test,The Lorenz Curve is used to measure which of the following:,Pindo la Lorenz hutumiwa kupima ninii kati ya zifuatazo:,The ratio of income to wealth in different countries.,Uwiano wa mapato kwa utajiri katika nchi tofauti.,The ratio of public goods to private goods in different countries.,Uwiano wa bidhaa za umma kwa bidhaa za kibinafsi katika nchi tofauti.,The ratio of income inequality to income equality in different countries.,Uwiano wa ukosefu wa usawa wa mapato kwa usawa wa mapato katika nchi tofauti.,The ratio of the working poor to the non-working poor.,Uwiano wa maskini wanaofanya kazi kwa maskini wasiofanya kazi.,C
80,high_school_microeconomics,test,Which of the following examples would result in consumers paying for the largest burden of an excise tax placed on a producer?,Ni mifano upi kati ya ifuatayo ungesababisha watumiaji kulipia mzigo mkubwa zaidi wa ushuru wa bidhaa unaowekwa kwa mzalishaji?,If the demand curve is price elastic and the supply curve is price inelastic,Ikiwa pindo la mahitaji lina unyumbufu wa bei na pindo la usambazaji halina unyumbufu wa bei,If the demand curve is price elastic and the supply curve is perfectly elastic,Ikiwa pindo la mahitaji lina unyumbufu wa bei na pindo la usambazaji ni nyumbufu kikamilifu,If the demand curve is price inelastic and the supply curve is price elastic,Ikiwa pindo la mahitaji halina unyumbufu wa bei na pindo la usambazaji lina unyumbufu wa bei,If the demand curve is perfectly inelastic and the supply curve is price elastic,Ikiwa pindo la mahitaji halina unyumbufu wa bei kikamilifu na pindo la usambazaji lina unyumbufu wa bei,D
81,high_school_microeconomics,test,Which of the following could have caused an increase in the demand for ice cream cones?,Ni ipi kati ya zifuatazo ingeweza kusababisha ongezeko la mahitaji ya koni za aiskrimu?,A decrease in the price of ice cream cones,Kupungua kwa bei ya koni za ice cream,"A decrease in the price of ice cream, a complimentary good to ice cream cones","Kupungua kwa bei ya aiskrimu, bidhaa inayohusiana na koni za aiskrimu","An increase in the price of ice cream, a complimentary good to ice cream cones","Kuongezeka kwa bei ya aiskrimu, bidhaa inayohusiana na koni za aiskrimu","A decrease in the price of lollipops, a close substitute for ice cream","Kupungua kwa bei ya peremende kijiti, mbadala wa karibu wa aiskrimu",B
