question	choices	answer	subject	command_r	prompt
Muri ibi bikurikira, ni ikihe gishobora kuba urugero rw'ibikoresho by'umusaruro bishobora kuvugururwa mu gihe kirekire, ariko ntibishobore kuvugururwa mu gihe gito?	"[""Umubare w'ibiti bikoreshwa mu gukora ameza"", ""Umubare w'ibishyimbo byashyizwe kuri sandwich. "", ""Ufite ingano nk'iy'igikoni cya McDonald's. "", ""Umubare w'abafasha b'abarimu mu mashuri yisumbuye yo mu karere""]"	C	high_school_microeconomics	A)Umubare w'ibiti bikoreshwa mu gukora ameza	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_microeconomics. Return the correct option only
user: Muri ibi bikurikira, ni ikihe gishobora kuba urugero rw'ibikoresho by'umusaruro bishobora kuvugururwa mu gihe kirekire, ariko ntibishobore kuvugururwa mu gihe gito?
 A)Umubare w'ibiti bikoreshwa mu gukora ameza B)Umubare w'ibishyimbo byashyizwe kuri sandwich.  C)Ufite ingano nk'iy'igikoni cya McDonald's.  D)Umubare w'abafasha b'abarimu mu mashuri yisumbuye yo mu karere"
Isoko rya pome riri mu rwego rwiza. Reka tuvuge ko tubonye abahinzi ba pome bakoresha imiti yica udukoko kugira ngo bongere umusaruro wabo. Muri icyo gihe, twumva ko igiciro cy'imyembe, isimbura pome, kiri kuzamuka. Muri ibi bikurikira, ni ikihe cyemeza ko ibiciro bishya bya pome n'ubwinshi bwazo bizaba bihuje n'ukuri?	['Igiciro kiragenda kizamuka, ariko ingano yo ntisobanutse neza', 'Igiciro kiragabanuka, ariko ingano yo ntisobanutse.  ', 'Igiciro ntikizwi neza, ariko umubare uragenda wiyongera. ', 'Igiciro kiratandukanye, ariko umubare uragabanuka. ']	C	high_school_microeconomics	D) ariko ingano yo ntisobanutse	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_microeconomics. Return the correct option only
user: Isoko rya pome riri mu rwego rwiza. Reka tuvuge ko tubonye abahinzi ba pome bakoresha imiti yica udukoko kugira ngo bongere umusaruro wabo. Muri icyo gihe, twumva ko igiciro cy'imyembe, isimbura pome, kiri kuzamuka. Muri ibi bikurikira, ni ikihe cyemeza ko ibiciro bishya bya pome n'ubwinshi bwazo bizaba bihuje n'ukuri?
 A)Igiciro kiragenda kizamuka B)ariko ingano yo ntisobanutse neza C)Igiciro kiragabanuka D)ariko ingano yo ntisobanutse.  "
Muri ibi bikurikira ni ikihe gishobora gutuma igipimo cy'ibisabwa ku musemburo w'imyumbati kijya iburyo?	"[""Igihingwa cy'indabyo cyera imbuto nyinshi muri leta ya Floride"", ""Igabanuka ry'igiciro cya Tang "", ""Ibiciro byitezwe ko bizagabanuka mu gihe kiri imbere ku musaruro w'imyumbati  "", 'Abanywa umutobe  biteze kuzagira amafaranga menshi mu gihe kizaza ']"	D	high_school_microeconomics	C)Ibiciro byitezwe ko bizagabanuka mu gihe kiri imbere ku musaruro w'imyumbati	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_microeconomics. Return the correct option only
user: Muri ibi bikurikira ni ikihe gishobora gutuma igipimo cy'ibisabwa ku musemburo w'imyumbati kijya iburyo?
 A)Igihingwa cy'indabyo cyera imbuto nyinshi muri leta ya Floride B)Igabanuka ry'igiciro cya Tang  C)Ibiciro byitezwe ko bizagabanuka mu gihe kiri imbere ku musaruro w'imyumbati   D)Abanywa umutobe  biteze kuzagira amafaranga menshi mu gihe kizaza "
Ni ayahe magambo akurikira ari ukuri ku birebana n'urwego rw'ubucuruzi rushobora guhatana mu buryo bwuzuye?	"['Ibisabwa biri kugabanuka', ""Igiciro cy'ibisabwa kiri hejuru y'igiciro cy'amafaranga y'inyongera. "", ""Igiciro kigenwa n'uburinganire ku isoko ryose. "", ""Umusaruro mbumbe utandukanye n'igiciro.""]"	C	high_school_microeconomics	B)Igiciro cy'ibisabwa kiri hejuru y'igiciro cy'amafaranga y'inyongera.	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_microeconomics. Return the correct option only
user: Ni ayahe magambo akurikira ari ukuri ku birebana n'urwego rw'ubucuruzi rushobora guhatana mu buryo bwuzuye?
 A)Ibisabwa biri kugabanuka B)Igiciro cy'ibisabwa kiri hejuru y'igiciro cy'amafaranga y'inyongera.  C)Igiciro kigenwa n'uburinganire ku isoko ryose.  D)Umusaruro mbumbe utandukanye n'igiciro."
"Abahanga mu by'ubukungu bakoresha ijambo ""umutungo"" bashaka kuvuga"	"['amafaranga', ""imashini n'ibikoresho. "", ""aho guverinoma y'ibanze iherereye. "", ""ikigo cy'ubukungu.""]"	B	high_school_microeconomics	D) ikigo cy'ubukungu	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_microeconomics. Return the correct option only
user: Abahanga mu by'ubukungu bakoresha ijambo ""umutungo"" bashaka kuvuga
 A)amafaranga B)imashini n'ibikoresho.  C)aho guverinoma y'ibanze iherereye.  D)ikigo cy'ubukungu."
Ray na Dorothy bombi bashobora guteka, kandi bombi bashobora kurandura ibyatsi bibi mu busitani ku wa Gatandatu nyuma ya saa sita. Buri saha yose Ray amaze ateka, ashobora gukuraho ibyatsi bibi 50, naho Dorothy akavanaho ibyatsi bibi 100. Dushingiye kuri ayo makuru,	['Ray akuraho ibyatsi bibi, kubera ko afite ubushobozi bwo guteka. ', 'Dorothy yirukana ibyatsi bibi, kubera ko afite ubushobozi bwo guteka. ', 'Dorothy ni we uteka, kubera ko afite ubushobozi bwo guteka. ', 'Ray ni we uteka, kubera ko afite ubushobozi bwo guteka.']	D	high_school_microeconomics	D	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_microeconomics. Return the correct option only
user: Ray na Dorothy bombi bashobora guteka, kandi bombi bashobora kurandura ibyatsi bibi mu busitani ku wa Gatandatu nyuma ya saa sita. Buri saha yose Ray amaze ateka, ashobora gukuraho ibyatsi bibi 50, naho Dorothy akavanaho ibyatsi bibi 100. Dushingiye kuri ayo makuru,
 A)Ray akuraho ibyatsi bibi B)kubera ko afite ubushobozi bwo guteka.  C)Dorothy yirukana ibyatsi bibi D)kubera ko afite ubushobozi bwo guteka. "
 Nyogokuru afite uruganda rukora amapasita y'ipome. Yahaye akazi incuti ze kugira ngo zijye zimufasha. Ni ibihe bintu bikurikira bishobora gutuma arushaho gukenera akazi?	"[""Ibiciro by'abakurura inyanya z'amashu birazamuka"", 'Incuti za nyogokuru zikunda guhwihwisa, bigatuma zitinda gukora. ', 'Hari isoko ryo kugurisha mu byuma bikonjesha. ', 'Ubushakashatsi bushya bwagaragaje ko pome zishobora gutuma urwara kanseri.']"	C	high_school_microeconomics	D) Hari isoko ryo kugurisha mu byuma bikonjesha.	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_microeconomics. Return the correct option only
user:  Nyogokuru afite uruganda rukora amapasita y'ipome. Yahaye akazi incuti ze kugira ngo zijye zimufasha. Ni ibihe bintu bikurikira bishobora gutuma arushaho gukenera akazi?
 A)Ibiciro by'abakurura inyanya z'amashu birazamuka B)Incuti za nyogokuru zikunda guhwihwisa C)bigatuma zitinda gukora.  D)Hari isoko ryo kugurisha mu byuma bikonjesha. "
Madamu Johnson akoresha amafaranga ye yose y'umunsi kuri chips z'imyumbati, ku giciro cy'amadolari 1 kuri buri imwe, n'ifu y'ibitunguru ku giciro cy'amadolari 2 kuri buri imwe. Mu buryo bw'imikoreshereze ye y'ubu, inyungu y'agace gato k'ibishyimbo ni 12 naho inyungu y'agace gato k'ibishyimbo ni 30. Madamu Johnson yagombye	"[""nta cyo ukora; arimo gukoresha neza imbaraga ze akoresheje uburyo bwinshi bushoboka bw'ibishyimbo n'ibishyimbo"", ""kongerera umusaruro w'ibicuruzwa bye kugeza igihe umusaruro w'ibicuruzwa bye ungana na 30. "", ""agabanya ikoreshwa ry'ibice kugeza igihe akamaro k'ikoreshwa ry'ibice kungana na 30. "", ""agabanya ikoreshwa ry'ibicuruzwa  hanyuma agakomeza kongera ikoreshwa ry'ibicuruzwa  kugeza igihe inyungu y'ibicuruzwa ku idolari rimwe izaba ingana ku bicuruzwa byombi. ""]"	D	high_school_microeconomics	D)agabanya ikoreshwa ry'ibicuruzwa hanyuma agakomeza kongera ikoreshwa ry'ibicuruzwa kugeza igihe inyungu y'ibicuruzwa ku idolari rimwe izaba ingana ku bicuruzwa byombi.	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_microeconomics. Return the correct option only
user: Madamu Johnson akoresha amafaranga ye yose y'umunsi kuri chips z'imyumbati, ku giciro cy'amadolari 1 kuri buri imwe, n'ifu y'ibitunguru ku giciro cy'amadolari 2 kuri buri imwe. Mu buryo bw'imikoreshereze ye y'ubu, inyungu y'agace gato k'ibishyimbo ni 12 naho inyungu y'agace gato k'ibishyimbo ni 30. Madamu Johnson yagombye
 A)nta cyo ukora; arimo gukoresha neza imbaraga ze akoresheje uburyo bwinshi bushoboka bw'ibishyimbo n'ibishyimbo B)kongerera umusaruro w'ibicuruzwa bye kugeza igihe umusaruro w'ibicuruzwa bye ungana na 30.  C)agabanya ikoreshwa ry'ibice kugeza igihe akamaro k'ikoreshwa ry'ibice kungana na 30.  D)agabanya ikoreshwa ry'ibicuruzwa  hanyuma agakomeza kongera ikoreshwa ry'ibicuruzwa  kugeza igihe inyungu y'ibicuruzwa ku idolari rimwe izaba ingana ku bicuruzwa byombi. "
Mu gihe hatabayeho ubuvugizi, guhangana kudatunganye, ibituruka hanze, ibyiza rusange, n'amakuru adatunganye byose biganisha kuri ikihe gikurikira?	"[""Ibipimo by'ibisabwa bigomba kongerwa muburyo bw'iburyo"", ""Gutsirwa k'isoko"", 'Ibiciro biri hasi cyane ', ""Umubare w'ibicuruzwa byatumijwe ni munini cyane""]"	B	high_school_microeconomics	Ibipimo by'ibisabwa bigomba kongerwa muburyo bw'iburyo	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_microeconomics. Return the correct option only
user: Mu gihe hatabayeho ubuvugizi, guhangana kudatunganye, ibituruka hanze, ibyiza rusange, n'amakuru adatunganye byose biganisha kuri ikihe gikurikira?
 A)Ibipimo by'ibisabwa bigomba kongerwa muburyo bw'iburyo B)Gutsirwa k'isoko C)Ibiciro biri hasi cyane  D)Umubare w'ibicuruzwa byatumijwe ni munini cyane"
 Igiciro cyo hasi (MC) kingana n'igiciro cy'igiciro gihindagurika (AVC) n'igiciro cy'igiciro rusange (ATC) iyo:	"['igiciro cyo hasi (MC) gihuza AVC na ATC mu bice byabo bya nyuma', 'AVC na ATC bihuza MC ku mwanya wayo munini. ', ""MC irahuza AVC na ATC mu bice byazo by'ibanze. "", 'AVC na ATC bihuza MC mu gace gato cyane.']"	C	high_school_microeconomics	C) MC irahuza AVC na ATC mu bice byazo by'ibanze	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_microeconomics. Return the correct option only
user:  Igiciro cyo hasi (MC) kingana n'igiciro cy'igiciro gihindagurika (AVC) n'igiciro cy'igiciro rusange (ATC) iyo:
 A)igiciro cyo hasi (MC) gihuza AVC na ATC mu bice byabo bya nyuma B)AVC na ATC bihuza MC ku mwanya wayo munini.  C)MC irahuza AVC na ATC mu bice byazo by'ibanze.  D)AVC na ATC bihuza MC mu gace gato cyane."
Nyuma y'aho Julia yongereye amafaranga yakoreraga, yatangiye kugura ibintu byinshi byo kugura ice cream n'ibitotezo bike. Ku byerekeye Julia, ibishyimbo biryohereye	"[""kutumvira itegeko ry'ibisabwa "", 'ni umusaruro uhuriweho ', 'ni ibicuruzwa byunganira ice cream ', ""ari ikintu cy'agaciro gake ""]"	D	high_school_microeconomics	C) ni ibicuruzwa byunganira ice cream	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_microeconomics. Return the correct option only
user: Nyuma y'aho Julia yongereye amafaranga yakoreraga, yatangiye kugura ibintu byinshi byo kugura ice cream n'ibitotezo bike. Ku byerekeye Julia, ibishyimbo biryohereye
 A)kutumvira itegeko ry'ibisabwa  B)ni umusaruro uhuriweho  C)ni ibicuruzwa byunganira ice cream  D)ari ikintu cy'agaciro gake "
Ikiganza cy'ubutegetsi bw'ikirenga ntigifite ubushobozi nk'ubw'umuntu uhanganye n'undi mu buryo butunganye kubera ko	"['monopole ikora ibintu byinshi kandi ikabigurisha ku giciro cyo hejuru ', 'monopole ikora umusaruro muke igurisha ku giciro cyo hejuru  ', 'monopole ishobora kwinjiza inyungu mu gihe gito, ariko si mu gihe kirekire ', ""umuntu uhanganye n'undi mu buryo bwuzuye aratsindwa ndetse no mu gihe gito kandi monopole ntibigire ingaruka""]"	B	high_school_microeconomics	B)monopole ikora umusaruro muke igurisha ku giciro cyo hejuru	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_microeconomics. Return the correct option only
user: Ikiganza cy'ubutegetsi bw'ikirenga ntigifite ubushobozi nk'ubw'umuntu uhanganye n'undi mu buryo butunganye kubera ko
 A)monopole ikora ibintu byinshi kandi ikabigurisha ku giciro cyo hejuru  B)monopole ikora umusaruro muke igurisha ku giciro cyo hejuru   C)monopole ishobora kwinjiza inyungu mu gihe gito D)ariko si mu gihe kirekire "
Mugihe cyo gutegura sisitemu y'isoko ry'irushanwa, ni ikihe muri ibi bikurikira KITASobanura uburyo umutungo ugenerwa?	"[""Ibiciro byerekana ibicuruzwa n'imirimo bifasha ababikora kumenya icyo bagomba gukora, igihe bagomba kubikorera, uko bagomba kubikora n'uwo bagomba kubikorera"", 'Ubutegetsi bwa leta bukora kandi bukayobora umusaruro. ', ""Guhanahana ku isoko ku bushake hagati y'abaguzi n'abagurisha.  "", ""Itangwa ry'umusaruro n'ibintu hashingiwe ku musanzu cyangwa umusaruro.""]"	B	high_school_microeconomics	D)Ubutegetsi bwa leta bukora kandi bukayobora umusaruro.	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_microeconomics. Return the correct option only
user: Mugihe cyo gutegura sisitemu y'isoko ry'irushanwa, ni ikihe muri ibi bikurikira KITASobanura uburyo umutungo ugenerwa?
 A)Ibiciro byerekana ibicuruzwa n'imirimo bifasha ababikora kumenya icyo bagomba gukora B)igihe bagomba kubikorera C)uko bagomba kubikora n'uwo bagomba kubikorera D)Ubutegetsi bwa leta bukora kandi bukayobora umusaruro. "
Umupaka w'ibishoboka byo gukora uzagaragara nk'umurongo ugororotse igihe	['ubuziranenge bugerwaho', 'ibicuruzwa biri ku nkingi ni ibisimbura byiza mu mikoreshereze ', 'akamaro karushaho kwiyongera ', 'umutungo ntabwo ari umwihariko']	D	high_school_microeconomics	B) ibicuruzwa biri ku nkingi ni ibisimbura byiza mu mikoreshereze	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_microeconomics. Return the correct option only
user: Umupaka w'ibishoboka byo gukora uzagaragara nk'umurongo ugororotse igihe
 A)ubuziranenge bugerwaho B)ibicuruzwa biri ku nkingi ni ibisimbura byiza mu mikoreshereze  C)akamaro karushaho kwiyongera  D)umutungo ntabwo ari umwihariko"
Muri ibi bikurikira, ni ikihe gihuje n'ukuri?	"[""Inyungu z'ubukungu = Inyungu z'ibaruramari"", ""Ibiciro by'ubukungu = Ibiciro bifatika byongereweho ibiciro bitafatika. "", ""Ikiguzi cy'ubukungu = Ikiguzi gisobanutse minus Ikiguzi kitagaragara. "", ""Ikiguzi cy'amahirwe = Inyungu z'ubukungu.""]"	B	high_school_microeconomics	B)Ibiciro by'ubukungu = Ibiciro bifatika byongereweho ibiciro bitafatika.	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_microeconomics. Return the correct option only
user: Muri ibi bikurikira, ni ikihe gihuje n'ukuri?
 A)Inyungu z'ubukungu = Inyungu z'ibaruramari B)Ibiciro by'ubukungu = Ibiciro bifatika byongereweho ibiciro bitafatika.  C)Ikiguzi cy'ubukungu = Ikiguzi gisobanutse minus Ikiguzi kitagaragara.  D)Ikiguzi cy'amahirwe = Inyungu z'ubukungu."
Niba igiciro cy'umurimo, umutungo uhinduka, cyiyongera, bitera ikihe kintu gikurikira?	"['kwerekeza hejuri muri AFC', ""Imibare y'abafite ubumuga bwo kutabona neza igenda izamuka. "", 'Guhinduranya ku rwego rwo hasi muri ATC. ', 'Hagiye kubaho ihinduka rikomeye muri MC.']"	D	high_school_microeconomics	B)Imibare y'abafite ubumuga bwo kutabona neza igenda izamuka	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_microeconomics. Return the correct option only
user: Niba igiciro cy'umurimo, umutungo uhinduka, cyiyongera, bitera ikihe kintu gikurikira?
 A)kwerekeza hejuri muri AFC B)Imibare y'abafite ubumuga bwo kutabona neza igenda izamuka.  C)Guhinduranya ku rwego rwo hasi muri ATC.  D)Hagiye kubaho ihinduka rikomeye muri MC."
Niba umushahara uhembwa abakozi bose ari $4.50, abakozi bahembwa ni bangahe?	['1', '2', '3', '4']	B	high_school_microeconomics	D) 4	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_microeconomics. Return the correct option only
user: Niba umushahara uhembwa abakozi bose ari $4.50, abakozi bahembwa ni bangahe?
 A)1 B)2 C)3 D)4"
 Niba abakiriya babwiwe ko umugati urimo intungamubiri nyinshi uzagabanya cyane ibyago byo kurwara kanseri, ni ikihe kintu gikurikira kizaba ku isoko ry'umugati urimo intungamubiri nyinshi?	"[""ubwihute bwibishakwa bizajya bijya ibumoso, maze igiciro cy'umugati w'ibinyampeke kigabanuke"", ""Umuvuduko w'ibicuruzwa uzamanuka ugana ibumoso, bityo igiciro cy'umugati urimo ingano nyinshi kiziyongera. "", ""Umuvuduko w'ibyifuzo uzamanuka ugana iburyo, bityo igiciro cy'umugati urimo intungamubiri nyinshi kiziyongera. "", ""Igiciro cy'umugati w'ibinyampeke kizazamuka kigana iburyo, maze igiciro cy'umugati w'ibinyampeke kigabanuke.""]"	C	high_school_microeconomics	D) bityo igiciro cy'umugati urimo ingano nyinshi kiziyongera.	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about high_school_microeconomics. Return the correct option only
user:  Niba abakiriya babwiwe ko umugati urimo intungamubiri nyinshi uzagabanya cyane ibyago byo kurwara kanseri, ni ikihe kintu gikurikira kizaba ku isoko ry'umugati urimo intungamubiri nyinshi?
 A)ubwihute bwibishakwa bizajya bijya ibumoso B)maze igiciro cy'umugati w'ibinyampeke kigabanuke C)Umuvuduko w'ibicuruzwa uzamanuka ugana ibumoso D)bityo igiciro cy'umugati urimo ingano nyinshi kiziyongera. "
